"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.788049906E2,1.522712231E0,5.257667065E0,1.350329757E0
1.788299859E2,5.937620401E-1,7.862558365E0,3.543418646E-1
1.788549828E2,1.379060149E0,1.058237171E1,1.340752989E-1
1.788750031E2,1.972822189E0,1.094629002E1,2.681505978E-1
1.789000016E2,2.308010340E0,7.718906403E0,1.810016513E0
1.789249969E2,1.149216771E0,7.383718014E0,3.227383852E0
1.789499953E2,-7.374141216E-1,1.095586681E1,-5.171475410E-1
1.789749922E2,-1.168370485E0,1.115697956E1,5.937620401E-1
1.789949953E2,-1.149216816E-1,1.123359394E1,1.762132406E0
1.790199781E2,2.949656487E0,1.194227791E1,6.416460276E-1
1.790400000E2,1.474828243E0,1.421198082E1,1.723825186E-1
1.790649969E2,-1.158793569E0,1.278503704E1,9.959878922E-1
1.790899922E2,2.499546528E0,1.598369026E1,1.053448766E-1
1.791149938E2,3.198653460E0,1.146343803E1,-3.131615877E0
1.791399859E2,4.280832767E0,9.414001465E0,-1.704671621E0
1.791649828E2,1.857900500E0,1.447055531E1,1.340752989E-1
1.791899797E2,-2.059013367E0,1.736275101E1,4.213795066E-1
1.792100016E2,-3.150769472E0,1.427901936E1,1.187524080E0
1.792349984E2,-2.365471363E0,1.111867237E1,3.734954596E0
1.792599953E2,-6.416460276E-1,7.833827972E0,3.371036053E0
1.792849922E2,2.250549555E0,5.525817394E0,1.235408068E0
1.793099859E2,2.959233284E0,5.669469833E0,-1.723825186E-1
1.793349844E2,1.082179189E0,6.818686485E0,-5.075707436E-1
1.793599797E2,-1.053448766E-1,5.793968201E0,-3.639186621E-1
1.793849781E2,-1.436521053E0,4.443638325E0,1.647210717E0
1.794049984E2,-2.499546528E0,3.734954596E0,3.438073635E0
1.794300234E2,-2.968810081E0,3.696647406E0,3.342305660E0
1.794549922E2,-2.346317768E0,3.600879431E0,3.026270866E0
1.794750109E2,-2.327163935E0,3.964797974E0,4.424484730E0
1.794999797E2,-1.072602391E0,6.320692539E0,5.698200226E0
1.795200000E2,1.398213744E0,1.130063248E1,9.864110947E0
1.795449984E2,3.964797974E0,2.403778458E1,8.159439087E0
1.795699938E2,-5.736507416E0,1.874181175E1,7.278373241E-1
1.795950125E2,-5.861005783E0,5.602431774E0,8.542511940E0
1.796199859E2,-2.949656487E0,8.245630264E0,1.260307789E1
1.796449844E2,3.380612850E0,2.036029053E1,2.298433632E-1
1.796699797E2,7.125144482E0,1.282334423E1,-6.320692539E0
1.796949781E2,-2.039859772E0,2.039859772E0,-4.462791920E0
1.797150328E2,-5.506663799E0,-1.781286120E0,1.321599364E0
1.797399953E2,-2.758120298E0,4.089296341E0,6.560112476E0
1.797649922E2,6.416460276E-1,1.288080502E1,-8.140285611E-1
1.797899891E2,-3.926490843E-1,1.820550919E1,-4.453215122E0
1.798149844E2,8.331822157E-1,1.063983250E1,1.168370485E0
1.798350031E2,3.639186621E-1,6.617573261E0,2.528276920E0
1.798599719E2,9.002198577E-1,3.936067581E0,2.011129379E0
1.798799938E2,9.672574997E-1,4.568136692E0,8.810662031E-1
1.799049906E2,1.762132406E0,7.833827972E0,-5.458779931E-1
1.799299859E2,-2.873042040E-2,1.195185471E1,-2.231395960E0
1.799550000E2,-3.543418646E-1,9.337387085E0,1.331176162E0
1.799799797E2,1.244984865E0,7.785943985E0,4.127603531E0
1.800049766E2,1.905784607E0,9.002198219E0,3.064578056E0
1.800250000E2,-2.585737705E-1,1.036210537E1,-5.746084079E-2
1.800499953E2,-8.810662031E-1,1.051533413E1,6.129156351E-1
1.800750375E2,3.380612850E0,1.157835960E1,1.206677675E0
1.800999891E2,2.624045134E0,1.407790565E1,4.118026793E-1
1.801249844E2,-1.043871999E0,1.279461384E1,1.877054095E0
1.801499813E2,1.637633920E0,1.614649582E1,2.202665508E-1
1.801749781E2,3.265691042E0,1.263180828E1,-3.983951569E0
1.801950125E2,3.303998232E0,1.199973869E1,-5.104437828E0
1.802199969E2,2.145204782E0,1.329260826E1,-6.895300746E-1
1.802449938E2,-3.581725836E0,1.561977196E1,1.216254473E0
1.802699906E2,-3.294421434E0,1.214339066E1,2.087743998E0
1.802949859E2,-1.714248419E0,1.045787334E1,3.313575268E0
1.803150031E2,-4.692635238E-1,8.724471092E0,2.777273893E0
