"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.850025000E0,7.661445439E-2,4.635174274E0,7.412448406E0
8.875000000E0,-2.298433632E-1,4.376600742E0,7.757213593E0
8.899996875E0,-7.757213712E-1,3.236960649E0,8.829815865E0
8.920018750E0,-2.087743998E0,2.940079689E0,9.040505409E0
8.944982812E0,-1.704671621E0,1.656787634E0,8.705317497E0
8.965006250E0,-4.788403511E-1,1.398213744E0,8.590395927E0
8.990018750E0,3.543418646E-1,2.968810081E0,6.751648903E0
9.014998437E0,9.481038451E-1,2.365471363E0,8.216899872E0
9.039995312E0,-7.661445141E-1,1.532289088E-1,1.005564690E1
9.064992187E0,-2.528276920E0,4.405331016E-1,9.145850182E0
9.089989062E0,-2.959233284E0,1.053448766E-1,1.029506683E1
9.114984375E0,-2.183511972E0,1.321599364E0,8.944737434E0
9.139981250E0,-2.557007313E0,6.129156351E-1,9.423578262E0
9.160004687E0,-1.857900500E0,-1.101332784E0,7.900865555E0
9.185000000E0,-1.043871999E0,-2.068590164E0,8.858546257E0
9.209996875E0,-5.650315881E-1,1.436520964E-1,7.872135162E0
9.234992187E0,-1.015141487E0,5.458779931E-1,8.734047890E0
9.259989062E0,-1.321599364E0,-5.746084079E-2,8.379706383E0
9.284985937E0,-1.120486379E0,6.703764945E-2,8.485051155E0
9.309982812E0,-1.484405041E0,1.312022567E0,8.925583839E0
9.330004687E0,-1.072602391E0,1.053448796E0,8.437167168E0
9.350014062E0,-7.469909191E-1,-5.363011956E-1,7.805097580E0
9.374990625E0,-1.388636947E0,-1.532289088E-1,8.868123055E0
9.399987500E0,-6.703764945E-2,1.254561663E0,8.647856712E0
9.424985937E0,-4.788403213E-2,2.288856745E0,8.159439087E0
9.449981250E0,-4.692635238E-1,2.710236311E0,8.552088737E0
9.470004687E0,-6.799532771E-1,2.509123325E0,8.973467827E0
9.495000000E0,-4.788403213E-2,1.733402014E0,9.011775017E0
9.519996875E0,3.830722570E-1,2.202665567E0,9.097966194E0
9.544993750E0,8.236053586E-1,3.093308687E0,8.724471092E0
9.569990625E0,8.906430602E-1,4.424484730E0,9.193734169E0
9.594985937E0,1.312022567E0,5.525817394E0,8.504204750E0
9.619989062E0,1.053448796E0,6.397306919E0,7.948749542E0
9.640006250E0,8.427590132E-1,6.646304131E0,8.054094315E0
9.665001562E0,3.830722570E-1,6.550535679E0,8.418013573E0
9.690014062E0,7.852981687E-1,6.224924564E0,7.795520782E0
9.710021875E0,1.197100878E0,6.598419666E0,7.173028469E0
9.734985937E0,1.110909581E0,7.508216381E0,7.402871609E0
9.760015625E0,1.790862918E0,7.967903137E0,7.766790390E0
9.784978125E0,2.193088770E0,8.216899872E0,7.738059998E0
